local_date,t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
2021-06-29,23.0,14.0,11.958333,2.3958333,70.0,66.16154,1024.0,1021.0
2021-06-30,23.0,14.0,11.695652,1.8695652,72.391304,64.56153,1026.0,1022.0
2021-07-01,26.0,13.0,12.904762,1.8809524,58.095238,63.461533,1024.0,1021.0
2021-07-02,22.0,14.0,13.363636,2.9954545,74.545456,73.43077,1025.0,1021.0
2021-07-03,21.0,12.0,12.782609,2.1173913,65.0,72.433334,1024.0,1021.0
2021-07-04,22.0,12.0,11.818182,1.5636363,75.0,67.66363,1024.0,1021.0
2021-07-05,19.0,12.0,12.208333,1.4874998,69.583336,74.38461,1025.0,1021.0
2021-07-06,21.0,13.0,12.625,2.7782607,77.708336,76.36923,1024.0,1019.0
2021-07-07,21.0,13.0,11.217391,2.595652,73.695656,62.707687,1023.0,1020.0
2021-07-08,19.0,14.0,12.913043,1.5043478,75.0,76.64615,1025.0,1022.0
2021-07-09,20.0,13.0,12.875,2.1875,76.041664,75.815384,1026.0,1022.0
2021-07-10,19.0,13.0,12.0,1.4130435,75.0,70.76154,1025.0,1021.0
2021-07-11,20.0,13.0,12.0,1.4666667,75.0,70.8923,1025.0,1021.0
2021-07-12,18.0,14.0,13.416667,2.1000001,75.0,83.59998,1026.0,1022.0
2021-07-13,24.0,13.0,11.833333,2.5166667,58.125,58.51538,1024.0,1021.0
2021-07-14,23.0,15.0,12.782609,2.7173913,75.0,63.1077,1024.0,1021.0
2021-07-15,20.0,15.0,13.454545,1.5227273,75.0,78.049995,1024.0,1021.0
2021-07-16,24.0,13.0,11.380953,2.8666666,64.28571,55.316666,1025.0,1020.0
2021-07-17,20.0,11.0,11.095238,2.1142857,60.714287,68.41539,1025.0,1021.0
2021-07-18,22.0,14.0,11.65,1.9599998,67.5,67.62307,1025.0,1021.0
2021-07-19,23.0,14.0,12.0,2.4999998,75.0,62.70001,1025.0,1020.0
2021-07-20,23.0,14.0,11.958333,2.175,71.875,63.192303,1026.0,1021.0
2021-07-21,22.0,14.0,11.958333,2.2625,73.75,65.7,1028.0,1024.0
2021-07-22,25.0,14.0,11.909091,2.6954544,70.71429,58.069233,1027.0,1022.0
2021-07-23,24.0,15.0,12.541667,1.7869564,75.0,63.98462,1025.0,1020.0
2021-07-24,24.0,15.0,9.5,3.1291666,68.75,48.338463,1025.0,1020.0
2021-07-25,23.0,14.0,10.583333,2.5249999,62.5,62.46923,1024.0,1020.0
2021-07-26,23.0,13.0,9.916667,3.55,69.166664,52.51539,1025.0,1021.0
2021-07-27,22.0,13.0,10.826087,2.6043477,73.695656,59.915398,1025.0,1020.0
2021-07-28,20.0,13.0,11.608696,2.4652174,75.0,70.83846,1024.0,1020.0
2021-07-29,18.0,14.0,12.0,1.1833333,76.041664,77.592316,1026.0,1022.0
2021-07-30,22.0,14.0,11.772727,2.4272726,72.27273,68.0,1026.0,1022.0
2021-07-31,19.0,13.0,9.9,1.96,75.0,66.98,1026.0,1024.0
2021-08-01,21.0,12.0,10.45,3.765,73.5,61.038467,1027.0,1022.0
2021-08-02,23.0,14.0,10.043478,3.2565215,75.0,54.346146,1027.0,1023.0
2021-08-03,22.0,13.0,11.166667,2.5249999,73.75,59.976913,1026.0,1023.0
2021-08-04,19.0,13.0,11.142858,3.4411764,75.0,67.45385,1028.0,1024.0
2021-08-05,24.0,14.0,11.681818,3.140909,64.545456,61.00769,1027.0,1023.0
2021-08-06,22.0,13.0,11.958333,2.0166667,59.375,69.600006,1026.0,1021.0
2021-08-07,24.0,15.0,13.083333,1.9124999,75.0,61.72308,1025.0,1020.0
2021-08-08,23.0,15.0,13.428572,1.9142855,75.0,69.823074,1024.0,1021.0
2021-08-09,24.0,14.0,13.863636,1.3545455,63.409092,70.47691,1024.0,1021.0
2021-08-10,27.0,13.0,13.708333,1.9708333,52.083332,73.93846,1023.0,1019.0
2021-08-11,18.0,15.0,14.05,1.6599998,81.25,87.64166,1024.0,1020.0
2021-08-12,15.0,14.0,13.538462,0.4384615,84.61539,92.716675,1025.0,1022.0
2021-08-13,21.0,13.0,12.928572,2.2714286,78.57143,72.28001,1025.0,1021.0
2021-08-14,20.0,14.0,12.666667,1.4458332,75.0,73.43846,1026.0,1021.0
2021-08-15,21.0,14.0,12.304348,1.7434782,69.78261,67.558334,1025.0,1021.0
2021-08-16,20.0,14.0,12.565217,2.7478259,75.0,74.46154,1026.0,1022.0
2021-08-17,24.0,14.0,11.666667,2.3833332,70.0,60.43846,1026.0,1021.0
2021-08-18,21.0,15.0,12.458333,1.8499999,62.083332,69.55384,1024.0,1019.0
2021-08-19,25.0,14.0,12.772727,2.0636365,64.09091,67.30909,1023.0,1018.0
2021-08-20,24.0,14.0,13.666667,2.0285714,65.47619,69.027275,1023.0,1019.0
2021-08-21,25.0,15.0,12.173913,2.104348,65.21739,60.18334,1024.0,1019.0
2021-08-22,25.0,15.0,11.666667,2.8166664,55.208332,50.800003,1024.0,1019.0
2021-08-23,26.0,14.0,8.708333,3.4666665,37.5,37.023075,1023.0,1019.0
2021-08-24,26.0,12.0,9.458333,2.8041668,23.541666,45.923077,1023.0,1017.0
2021-08-25,25.0,15.0,10.916667,2.675,62.291668,54.138466,1023.0,1018.0
2021-08-26,25.0,14.0,9.333333,1.4333333,37.5,52.56154,1023.0,1019.0
2021-08-27,27.0,10.0,7.9166665,2.8166666,16.041666,39.54615,1023.0,1018.0
2021-08-28,28.0,12.0,8.666667,3.0541666,20.625,41.115383,1023.0,1017.0
2021-08-29,30.0,12.0,8.857142,3.9,27.380953,41.146156,1021.0,1015.0
2021-08-30,26.0,14.0,13.285714,2.209524,50.714287,60.774998,1021.0,1016.0
2021-08-31,25.0,15.0,12.625,1.6291666,53.125,60.1,1021.0,1016.0
2021-09-01,23.0,15.0,12.416667,3.2333329,75.0,60.32308,1023.0,1019.0
2021-09-02,23.0,16.0,12.521739,3.069565,65.21739,62.16154,1023.0,1018.0
