local_date,station,c_mean_24,p_max_24,p_min_24,ra1_sum_24,ra3_sum_24,rh_mean_24,t_mean_24,t_max_24,t_min_24,td_mean_24,tn6_min_24,tx6_max_24,v_min_24,wg_max_24,wmx_max_24,ws_mean_24,ws_max_24,c_mean_day,ra1_sum_day,rh_mean_day,rh_min_day,t_max_day,tx6_max_day,wg_max_day,wmx_max_day,ws_mean_day,ws_max_day,c_mean_night,ra1_sum_night,rh_mean_night,rh_max_night,t_min_night,tn6_min_night,wg_max_night,wmx_max_night,ws_mean_night,ws_max_night
2021-03-06,FACT,24.807692,1017.0,1010.0,0.0,0.0,69.98462,20.038462,26.0,15.0,13.961538,,,9999.0,,,3.8730772,6.2,41.333332,0.0,62.426674,41.4,26.0,,,,4.933333,6.2,30.357143,0.0,77.792854,88.1,16.0,,,,2.05,4.6
2021-03-07,FACT,56.73077,1017.0,1015.0,0.0,0.0,78.534615,18.076923,21.0,16.0,14.192307,,,6000.0,,,4.6884613,9.3,75.0,0.0,77.6,59.7,21.0,,,,6.0066667,9.3,24.285715,0.0,70.857155,77.1,16.0,,,,5.0214276,6.7
2021-03-08,FACT,11.041667,1015.0,1011.0,0.0,0.0,57.7,17.916666,21.0,14.0,9.125,,,9999.0,,,4.733333,6.7,15.0,0.0,48.376926,37.6,21.0,,,,5.584615,6.7,26.071428,0.0,62.378574,71.8,14.0,,,,3.3071427,7.2
2021-03-09,FACT,60.0,1011.0,1006.0,0.0,0.0,65.43077,18.038462,22.0,14.0,11.307693,,,6000.0,,20.1,9.096154,14.9,63.57143,0.0,60.77857,49.6,22.0,,,20.1,11.707144,14.9,93.42105,0.0,87.76843,93.9,17.0,,,17.0,9.631579,11.8
2021-03-10,FACT,94.69697,1011.0,1005.0,0.0,0.0,92.19394,18.969696,20.0,17.0,17.666666,,,1100.0,,16.5,8.527273,11.3,96.052635,0.0,91.54739,88.2,20.0,,,16.5,8.973684,11.3,64.28571,0.0,92.32142,100.0,15.0,,,,4.1071424,8.7
2021-03-11,FACT,26.086956,1014.0,1011.0,0.0,0.0,69.252174,20.173914,26.0,15.0,13.782609,,,9999.0,,,2.9260867,6.2,23.333334,0.0,60.593334,39.0,26.0,,,,3.8133326,6.2,0.0,0.0,70.12667,82.7,15.0,,,,2.5533333,5.1
2021-03-12,FACT,0.0,1012.0,1007.0,0.0,0.0,64.656,19.68,26.0,15.0,12.32,,,9999.0,,,3.3679998,5.1,0.0,0.0,53.72857,39.0,26.0,,,,3.9928565,5.1,9.666667,0.0,89.72667,93.8,15.0,,,,3.446667,7.2
2021-03-13,FACT,33.4,1015.0,1008.0,0.0,0.0,77.132,19.88,25.0,15.0,15.4,,,8000.0,,,5.98,11.8,36.42857,0.0,67.42142,53.6,25.0,,,,7.7714286,11.8,76.78571,0.0,81.28571,93.9,18.0,,,,4.414285,6.7
2021-03-14,FACT,68.333336,1016.0,1010.0,0.0,0.0,74.3375,19.916666,22.0,18.0,15.125,,,9999.0,,,6.108333,8.7,72.69231,0.0,69.684616,64.0,22.0,,,,7.0846148,8.7,74.70588,0.0,85.335304,93.8,16.0,,,,7.670588,10.3
2021-03-15,FACT,77.06896,1016.0,1011.0,0.0,0.0,85.555176,17.689655,20.0,16.0,15.172414,,,3000.0,,,7.534483,10.3,89.333336,0.0,84.846664,68.4,20.0,,,,7.58,9.8,15.833333,0.0,76.55833,82.5,16.0,,,,6.7416663,9.3
2021-03-16,FACT,20.454546,1015.0,1012.0,0.0,0.0,66.0409,19.863636,23.0,16.0,13.181818,,,9999.0,,,8.118181,10.3,25.0,0.0,60.730774,49.9,23.0,,,,8.469232,10.3,8.333333,0.0,75.31333,82.5,17.0,,,,6.559999,9.8
2021-03-17,FACT,0.0,1012.0,1011.0,0.0,0.0,68.824,20.84,27.0,17.0,14.48,,,9999.0,,,4.916,7.7,0.0,0.0,60.064293,42.0,27.0,,,,4.4785714,7.2,0.0,0.0,87.02143,93.7,14.0,,,,3.128571,5.7
2021-03-18,FACT,19.0,1016.0,1011.0,0.0,0.0,76.88,18.68,22.0,14.0,14.4,,,9999.0,,11.8,4.424,7.2,28.571428,0.0,73.07143,60.4,22.0,,,11.8,5.6571426,7.2,53.214287,0.0,76.9,93.8,15.0,,,,4.542857,9.3
2021-03-19,FACT,42.5,1018.0,1015.0,0.0,0.0,67.020836,19.0,22.0,15.0,12.458333,,,6000.0,,,6.758333,9.3,30.384615,0.0,58.62308,53.0,22.0,,,,7.9076915,9.3,30.0,0.0,69.93571,82.6,18.0,,,,8.064284,9.8
2021-03-20,FACT,35.833332,1018.0,1015.0,0.0,0.0,65.75,19.208334,21.0,18.0,12.541667,,,9999.0,,,9.333333,12.3,43.46154,0.0,60.207695,52.8,21.0,,,,10.392308,12.3,10.714286,0.0,66.1,72.6,17.0,,,,8.4,10.8
2021-03-21,FACT,1.0416666,1018.0,1014.0,0.0,0.0,55.941666,20.458334,26.0,17.0,11.041667,,,9999.0,,,7.9708333,11.3,0.0,0.0,50.007694,33.9,26.0,,,,7.8384624,11.3,0.0,0.0,66.6,81.7,11.0,,,,5.7133327,10.8
2021-03-22,FACT,0.0,1014.0,1012.0,0.0,0.0,58.164005,20.44,28.0,11.0,11.36,,,9999.0,,,5.448,7.7,0.0,0.0,50.942852,32.5,28.0,,,,5.842857,7.7,0.0,0.0,67.17334,72.9,18.0,,,,5.526666,8.7
2021-03-23,FACT,0.0,1014.0,1011.0,0.0,0.0,56.86,23.28,31.0,18.0,13.72,,,9999.0,,,4.896,8.7,0.0,0.0,50.05,31.2,31.0,,,,4.3714285,6.2,0.0,0.0,70.6,88.1,17.0,,,,3.1866663,6.2
2021-03-24,FACT,0.0,1015.0,1012.0,0.0,0.0,65.23333,22.37037,29.0,17.0,15.111111,,,9999.0,,,3.8777776,7.2,0.0,0.0,59.5625,42.3,29.0,,,,4.3,7.2,0.0,0.0,82.22,88.2,15.0,,,,2.2066665,4.6
2021-03-25,FACT,10.0,1012.0,1008.0,0.0,0.0,65.34667,22.2,31.0,15.0,14.366667,,,2000.0,,,3.2866666,7.7,0.0,0.0,53.3,33.0,31.0,,,,3.6833334,7.7,62.083332,0.0,82.67333,93.9,16.0,,,,6.206666,8.2
2021-03-26,FACT,57.142857,1015.0,1008.0,0.0,0.0,74.99167,19.708334,23.0,16.0,14.916667,,,800.0,,,6.975,10.8,52.692307,0.0,65.861534,56.6,23.0,,,,7.876922,10.8,44.666668,0.0,89.68666,100.0,14.0,,,,2.46,5.7
2021-03-27,FACT,33.8,1020.0,1016.0,0.0,0.0,73.516,17.48,20.0,14.0,12.24,,,6000.0,,,5.132,10.3,30.0,0.0,65.814285,42.8,20.0,,,,6.164286,10.3,1.6666666,0.0,72.246666,87.6,11.0,,,,3.313333,8.7
2021-03-28,FACT,0.0,1018.0,1013.0,0.0,0.0,62.085182,18.592592,26.0,11.0,10.555555,,,9999.0,,,2.4962962,5.1,0.0,0.0,53.725002,36.2,26.0,,,,2.675,5.1,0.0,0.0,78.74287,87.8,14.0,,,,1.9428571,4.1
2021-03-29,FACT,0.0,1013.0,1011.0,0.0,0.0,59.642307,21.192308,31.0,14.0,11.769231,,,9999.0,,,2.0384614,5.1,0.0,0.0,47.68666,27.3,31.0,,,,2.6066666,5.1,37.5,0.0,80.90714,93.8,16.0,,,,3.585714,5.1
